avg_rating,backup_location,btih,call_number,collection,contributor,coverage,creator,date,description,downloads,external-identifier,foldoutcount,format,genre,identifier,imagecount,indexflag,item_size,language,licenseurl,mediatype,members,month,name,noindex,num_reviews,oai_updatedate,publicdate,publisher,related-external-id,reviewdate,rights,scanningcentre,source,stripped_tags,subject,title,type,volume,week,year
,,421f626077cf9a342701cdf971065c3f2c1d92b6,,opensource_media,,,Deion Mobile,2015-05-15T00:00:00Z,"Grey Cubes is a modern variation on the brick-breaker-type game, based on real-time physics and three-dimensional gameplay (not just 3d look). Minimalist in style, with clean graphics and deep, original soundtrack. The game contains 60 levels, each one is unique, each one with new challenges. Features: - addicting mechanics based on classic idea mixed with real-time physics and three-dimensional gameplay, - 60 highly diversified levels, - a traditional system of power-ups incorporated into modern gameplay mechanics, - multi-layered levels.",32,,,"7z,Archive BitTorrent,Item Tile,JPEG Thumb,Metadata,PNG",,grey-cubes-linux,0.06,"index,nonoindex,uncurated",64012655,eng,,data,,1,,,,"2024-11-13T10:22:39Z,2024-11-13T10:24:14Z",2024-11-13T10:22:39Z,,,,,,,strong,"Linux Games,Steam-Rip,GNU/Linux Games","Grey Cubes v1.5.1 [Linux, Steam-Rip, YAD-SI]",,,0,2015
,,61ecc607ddb502ebfe50ee567d7f45fd2385a07d,,dwarf-fortress,,,"Tarn Adams,Zach Adams",2016-02-10T00:00:00Z,"Version 0.42.06 of Dwarf Fortress , a construction and management simulation and roguelike video game created by Tarn Adams (Toady One) and Zach Adams (ThreeToe). Mirrored from the Bay 12 Games website. Release notes for 0.42.06 (February 10, 2016): Here's the material and image specification release, along with several important bug fixes.  There's more to be done with job settings -- we need to improve work orders and allow the decoration of specific objects, to name a few, but this should be a good start. New stuff     (*) Can set specific job material in job details     (*) Added jobs to construct the various specific crafts     (*) Can specify images in statue, figurine, engraving, decorate jobs to varying degrees     (*) Can specify group's symbol at embark     (*) Can specify type of decoration     (*) Added adv mode bone craft carving with image specification Major bug fixes     (*) Counted exported wealth properly again (old saves will start counting w/ next caravan that leaves)     (*) Flour, dye, seeds etc. not dumped out of bags into barrels     (*) Allowed captured intelligent non-residents to be chained/caged/pitted again     (*) Various useful objects like minecarts and goblets no longer ownable as personal possessions     (*) Made ownable objects that aren't worn storeable again     (*) Fixed problem causing some surface-underground sites to become disconnected Other bug fixes/tweaks     (*) Allowed travel map to be shown even when you can't travel     (*) ""Really attack?"" gives more information     (*) Show adv companions by first name in announcements etc.     (*) Used adjectives from physical descriptions for use in adv mode creature designations     (*) Stopped premature elevation of wagons to historical status     (*) Fixed missing space when reporting success on beast mission",81,,,"Archive BitTorrent,BZIP2,Item Tile,JPEG Thumb,Metadata,PNG,ZIP",,DwarfFortress-0.42.06,0.06,"index,nonoindex",63967037,eng,,software,,5,,,,"2021-12-12T20:45:46Z,2022-02-15T16:46:02Z",2021-12-12T20:45:46Z,Bay 12 Games,,,Copyright (C) 2002-2016 by Tarn Adams,,,"a href=""http://www.bay12games.com/dwarves/"" rel=""nofollow"",table style=""border:1px solid #aaaaaa;padding:5px;background:#F4F4F4;"",tbody","Dwarf Fortress,Bay 12 Games,Tarn Adams,Toady One,Zach Adams,ThreeToe,simulation games,managemnt games,roguelike,mining,dwarves,Computer games,PC games,Windows games,Windows software,Linux games,Linux software,Mac games,Mac software,OS X",Dwarf Fortress v0.42.06,,,0,2016
,,f40e57a82ef4c16c174b0d0fd67c73e6c3bd34b6,,dwarf-fortress,,,"Tarn Adams,Zach Adams",2016-01-17T00:00:00Z,"Version 0.42.05 of Dwarf Fortress , a construction and management simulation and roguelike video game created by Tarn Adams (Toady One) and Zach Adams (ThreeToe). Mirrored from the Bay 12 Games website. Release notes for 0.42.05 (January 17, 2016): Here's another one!  We're still going to be working through adventure reputation/quest/etc. improvements, so consider this a first stage.  Other highlights are the fortress mode sparring and mug-carrying fixes.  Enjoy your zombies. New stuff     (*) New hearth orders for killing beasts and fighting outlaws     (*) Added a hunter reputation and cleaned up reputation system around beast-slaying     (*) Made citizens understand their relationship to bandits and added reputation for protecting people from them     (*) A few lizards Major bug fixes     (*) Made drunken dwarves spar properly again     (*) Stopped dwarves from carrying mugs forever     (*) Stopped adv goblin performance troupes from attacking strangers while traveling     (*) Stopped reanimated corpses from being stuck on wrong side of conflicts     (*) Gave underground populations zone assignments to stop them from erupting outward     (*) Fixed inconsistent underground vegetation generation (which caused underground site maps to generate inconsistently)     (*) Fixed various city vegetation clearing routines which were causing holes in the ground above sewers and catacombs Other bug fixes/tweaks     (*) Zombies no longer dodge, parry, block, wrestle or run, and they do charging attacks whenever possible     (*) Zombies don't get defense adjustments for body part type and they don't find or stop combat opportunities     (*) Reduced zombie strength bonus (old saves will still be strong)     (*) Made severing all non-smashed heads put down a zombie (can be reanimated if has working grasp, smashing heads already worked)     (*) Made severing/smashing any working grasp put down a headless zombie (can be reanimated if has another working grasp)     (*) Neck gets same combat chance adjustment as head     (*) Made bandits that run off cancel town harassment goals     (*) Bandits camps don't immediately send new armies to re-harass towns     (*) Stopped camp bandits from being placed in trees so often     (*) Allowed save/load in arena     (*) Made creature object load bar page properly     (*) Labeled xml encoding as cp437 instead of utf-8",104,,,"Archive BitTorrent,BZIP2,Item Tile,JPEG Thumb,Metadata,PNG,ZIP",,DwarfFortress-0.42.05,0.06,"index,nonoindex",63678625,eng,,software,,0,,,,"2021-12-12T20:44:19Z,2022-02-15T16:45:51Z",2021-12-12T20:44:19Z,Bay 12 Games,,,Copyright (C) 2002-2016 by Tarn Adams,,,"a href=""http://www.bay12games.com/dwarves/"" rel=""nofollow"",table style=""border:1px solid #aaaaaa;padding:5px;background:#F4F4F4;"",tbody","Dwarf Fortress,Bay 12 Games,Tarn Adams,Toady One,Zach Adams,ThreeToe,simulation games,managemnt games,roguelike,mining,dwarves,Computer games,PC games,Windows games,Windows software,Linux games,Linux software,Mac games,Mac software,OS X",Dwarf Fortress v0.42.05,,,0,2016
,,4de87e3aee726d4be66e565126791a6fc3185c79,,dwarf-fortress,,,"Tarn Adams,Zach Adams",2015-12-26T00:00:00Z,"Version 0.42.04 of Dwarf Fortress , a construction and management simulation and roguelike video game created by Tarn Adams (Toady One) and Zach Adams (ThreeToe). Mirrored from the Bay 12 Games website. Release notes for 0.42.04 (December 26, 2015): Various fixes and various giant and peopled animals.  I held off on common domestic animal people for now, but there are plenty of canine and feline critters that got the treatment. New stuff     (*) Giant and person versions of many of the older creatures, including the elephant     (*) Vampire purges in world generation to control their overfeeding which was stopping cities from growing Major bug fixes     (*) Allowed dwarves praying at temple dedicated to no particular god to choose prayer target according to need     (*) Stopped adv mode goblin animals from fighting gobs and each other     (*) Fixed error causing underground sewer dwellers to copy town stockpile, lag-killing certain towns     (*) Stopped crash with goblet trading     (*) Made retire store away merchants and diplomats and not mark visitors and residents as hostile     (*) Made non-military visitors do citizenship petitions properly     (*) Fixed broken merchant-elevated-to-liaison that sits at trade depot for entire life Other bug fixes/tweaks     (*) Fixed error with building profiles causing underground bandit leaders to roam streets     (*) Vampire guests of various kinds give themselves cover identities (those on-site will still be revealed in old saves)     (*) Stopped some position elevation announcements from giving away vampires     (*) Removed trade goods from retired sites if living merchant is still present     (*) Made animals less afraid of casual relationships     (*) Various animal tweaks that came up during the peopling (see file changes.txt)     (*) Marked visitors correctly in site text export     (*) Fixed a cause of string entry key conflicts     (*) Made it list proper subregion when talking about certain adventurer rumor sites instead of subregion where speaker is standing",102,,,"Archive BitTorrent,BZIP2,Item Tile,JPEG Thumb,Metadata,PNG,ZIP",,DwarfFortress-0.42.04,0.06,"index,nonoindex",63579848,eng,,software,,4,,,,"2021-12-12T20:43:21Z,2022-02-15T16:46:03Z",2021-12-12T20:43:21Z,Bay 12 Games,,,Copyright (C) 2002-2015 by Tarn Adams,,,"a href=""http://www.bay12games.com/dwarves/"" rel=""nofollow"",table style=""border:1px solid #aaaaaa;padding:5px;background:#F4F4F4;"",tbody","Dwarf Fortress,Bay 12 Games,Tarn Adams,Toady One,Zach Adams,ThreeToe,simulation games,managemnt games,roguelike,mining,dwarves,Computer games,PC games,Windows games,Windows software,Linux games,Linux software,Mac games,Mac software,OS X",Dwarf Fortress v0.42.04,,,1,2015
,,9a0019866ff5e3220ad6974a2bd8fd059684fa6a,,dwarf-fortress,,,"Tarn Adams,Zach Adams",2015-12-12T00:00:00Z,"Version 0.42.03 of Dwarf Fortress , a construction and management simulation and roguelike video game created by Tarn Adams (Toady One) and Zach Adams (ThreeToe). Mirrored from the Bay 12 Games website. Release notes for 0.42.03 (December 12, 2015): Here's another release which cleans up various outstanding issues. Major bug fixes     (*) Fixed world generation crash from wandering artist writing a book     (*) Fixed crash from retiring locations in certain circumstances     (*) Fixed crash associated to adventurer sleeping in inn rooms     (*) Fixed issue with militia not picking up armor     (*) Fixed error causing some instruments in chests to not be played     (*) Fixed error causing instruments and drink service to fail in dining rooms     (*) Fixed error causing scribes not to use some blank writing materials     (*) Fixed error causing overall scribe operation to be stalled by a bad target codex     (*) Made training marksdwarves want both combat and training ammunition and fetch stacks appropriately (thanks to ag for analyzing this one)     (*) Fixed issue with starting instrument causing it to duplicate     (*) Fixed one way for horses to become playable (not sure about dogs/donkeys)     (*) Stopped dead/caged commanders from stopping invaders from moving (thanks to vjek for preparing a very useful and funny save)     (*) Stopped cats from dying of alcohol poisoning after walking over damp tavern floors and cleaning themselves (reduced effect)     (*) Put new caps in place on animals in towns during world generation     (*) Stopped bookbinders and string makers from trying to use loose spider webs (thanks to Knight Otu for reminded me about raw tag) Other bug fixes/tweaks     (*) Made the add new task list remember where it was again     (*) Tweaked how distance is calculated for certain jobs     (*) Stopped certain ramp/channel digging jobs from temporarily disturbing pathing and distance calculations (thanks to Loci for reproducible procedure)     (*) Made edible seed-type growths gatherable     (*) Stopped wander history spam for adventurer     (*) Stopped nobles from other civilizations from making mandates and demands     (*) Stopped weapon slayer list from giving away fort vampires     (*) Handled some basic shaped conflicts with clothing vs. armor     (*) Changed how owned objects are managed with clothing -- might be some trinket drops in old saves     (*) Allowed goblets on embark     (*) Made modded wood furnace reactions list properly     (*) Fixed typo with untitled written content     (*) Fixed typo in haunting conversation     (*) Fixed several typos in personality/value strings     (*) Fixed instrument values in old saves",95,,,"Archive BitTorrent,BZIP2,Item Tile,JPEG Thumb,Metadata,PNG,ZIP",,DwarfFortress-0.42.03,0.06,"index,nonoindex",63507686,eng,,software,,2,,,,"2021-12-12T20:41:11Z,2022-02-15T16:45:54Z",2021-12-12T20:41:11Z,Bay 12 Games,,,Copyright (C) 2002-2015 by Tarn Adams,,,"a href=""http://www.bay12games.com/dwarves/"" rel=""nofollow"",table style=""border:1px solid #aaaaaa;padding:5px;background:#F4F4F4;"",tbody","Dwarf Fortress,Bay 12 Games,Tarn Adams,Toady One,Zach Adams,ThreeToe,simulation games,managemnt games,roguelike,mining,dwarves,Computer games,PC games,Windows games,Windows software,Linux games,Linux software,Mac games,Mac software,OS X",Dwarf Fortress v0.42.03,,,0,2015
,,5fc1b9a50742603781b5ef7aec3e85f736e8db1e,,dwarf-fortress,,,"Tarn Adams,Zach Adams",2015-12-01T00:00:00Z,"Version 0.42.01 of Dwarf Fortress , a construction and management simulation and roguelike video game created by Tarn Adams (Toady One) and Zach Adams (ThreeToe). Mirrored from the Bay 12 Games website. Release notes for 0.42.01 (December 1, 2015): Here is the new version we've been working on all year!  The flow of fortress life is quite a bit different now -- specific breaks and parties have been replaced by taverns and performances and needs and inebriation.  You can designate a tavern, temple or library from a meeting area zone, bedroom or dining room using the new Assign Location option.  The location list ('l') will let you know what sort of furniture and items you need, and you can set tavern keepers, scribes and other occupations there as well.  You'll need to set up a drink stockpile and a chest for goblets in taverns for drink service to work properly, but dwarves can still drink without a tavern as before.  You can assign multiple rooms/zones to a single location.  There's a lot more -- see the feature list below. The bug fix list below is partial.  Large chunks of the game were changed, which has a way of making old bugs go away while bringing in new ones to take their place.  We'll be focusing on bugs old and new in subsequent releases, starting with crashing saves and moving down the list.  The next set of bug-fix releases will be measured on a scale of days and weeks rather than months, as usual. New stuff     (*) Ability to designate taverns, temples and libraries in the fortress     (*) Taverns and libraries also exist in adventure mode and world generation     (*) Tavern keepers can serve drinks in both modes, goblets can be used by dwarves to drink (in taverns or otherwise)     (*) Performances include stories, poetry, music and dance (you can view activity descriptions from the unit/job list)     (*) Art forms are randomly generated for each civilization     (*) Instruments are now all generated, instruments can be used in both modes     (*) Most instruments are constructed from multiple pieces using different materials     (*) Personalities and values lead to needs which can be met by various actions in both modes     (*) The fort has visitors, residency petitions and eventual citizenship, including non-dwarves     (*) Tavern visitors include mercenaries, monster slayers, bandits, diplomats and performers     (*) Can set details for clothing/armor jobs to make them for other races that can equip items     (*) Monster slayers can petition your fortress to go down and fight monsters once you discover the underground     (*) Performance troupes are active in world generation and into play, visiting the fort, can be formed in adventure mode     (*) New knowledge system divided into nine branches (though it has very few practical effects so far)     (*) Fortress scholars can advance knowledge, form master-apprentice relationships and write down their findings     (*) Fortress scribes can copy works in your library     (*) Scholars can visit your fortress libraries, bringing knowledge from around the world     (*) Devoted historical figures can visit your fortress temples     (*) Three forms of writing material: papyrus sheets, paper sheets and parchment sheets     (*) Papyrus sheets are made directly from the plant at the farmer's workshop     (*) Paper is made from pressed slurries (start at the quern/mill, then go to a screw press)     (*) Parchment is made from hide and milk of lime at the tanner's (bake quicklime at a kiln, then make milk of lime at an ashery)     (*) Sheets are used to make quires or with rollers to make scrolls -- these are then used for writing     (*) Quires can be bound into codices with bindings after they contain writing     (*) Dwarves read books in the library (they don't need to be scholars)     (*) Values can be passed in writing (both modes) and through adventure mode arguments (uses some conversation skills)     (*) Animal people are playable as adventurers, arrive as fort visitors and sometimes live in towns in (playable) populations     (*) Children play with toys now, and they can also play make believe, in both modes     (*) Personality can be customized/randomized in adventure mode, appearance can be randomized as well     (*) Temples can be defiled in both modes, dwarf temples can be assigned to particular gods     (*) Adventurer can rent rooms in inns     (*) Adventurers can compose new poems, music and dances     (*) Adventurers can write material down on empty quires or scrolls     (*) Alcohol causes inebriation, erratic behavior, unconsciousness, death     (*) Festivals occur in world generation, though we haven't gotten them out of there yet     (*) Dwarves will wear trinkets again Major bug fixes     (*) Fixed some army pathing issues     (*) Goblins have mounts again     (*) Fixed long-standing flow bug with unit occupancy     (*) Stopped some issues with brawls escalating to non-lethal Other bug fixes/tweaks     (*) Looking at reaction screen for redded-out reactions in workshop will indicate missing reagents now     (*) Fixed inversion problem with half of the child/parent conversation thoughts     (*) Lots of historical figures that weren't around from the beginning didn't have deities when they were supposed to     (*) Allowed site finder to look for 1x1 sites     (*) Human civilizations now have randomized values     (*) Added ability to set invasion wave cap size",125,,,"Archive BitTorrent,BZIP2,Item Tile,JPEG Thumb,Metadata,PNG,ZIP",,DwarfFortress-0.42.01,0.06,"index,nonoindex",63505683,eng,,software,,2,,,,"2021-12-12T20:39:03Z,2022-02-15T16:46:14Z",2021-12-12T20:39:03Z,Bay 12 Games,,,Copyright (C) 2002-2015 by Tarn Adams,,,"a href=""http://www.bay12games.com/dwarves/"" rel=""nofollow"",table style=""border:1px solid #aaaaaa;padding:5px;background:#F4F4F4;"",tbody","Dwarf Fortress,Bay 12 Games,Tarn Adams,Toady One,Zach Adams,ThreeToe,simulation games,managemnt games,roguelike,mining,dwarves,Computer games,PC games,Windows games,Windows software,Linux games,Linux software,Mac games,Mac software,OS X",Dwarf Fortress v0.42.01,,,1,2015
,,fe18f84dafbc64af1e1f261bce3c236eaf13a8c3,,dwarf-fortress,,,"Tarn Adams,Zach Adams",2015-12-05T00:00:00Z,"Version 0.42.02 of Dwarf Fortress , a construction and management simulation and roguelike video game created by Tarn Adams (Toady One) and Zach Adams (ThreeToe). Mirrored from the Bay 12 Games website. Release notes for 0.42.02 (December 5, 2015): Here's a quick follow-up for some of the worst bugs.  There are still some strange things going on (horses all over, duplicate companions, etc.), but hopefully this version will work much better than the last one. Major bug fixes     (*) Fixed world generation freeze caused by error in poetry refrains     (*) Fixed crash from building constructions on tree leaves etc.     (*) Fixed calendar crash from bandit bar hoppers     (*) Fixed crash with children joining socialize activities (most common with migrant waves)     (*) Made worship activity branch properly (so prayer needs can be satisfied)     (*) Fixed world gen seed not repeating after abort Other bug fixes/tweaks     (*) Can see deity for temple in location screen     (*) Cannot spot vampires from occupation list anymore     (*) Fixed a few typos",70,,,"Archive BitTorrent,BZIP2,Item Tile,JPEG Thumb,Metadata,PNG,ZIP",,DwarfFortress-0.42.02,0.06,"index,nonoindex",63460092,eng,,software,,1,,,,"2021-12-12T20:39:54Z,2022-02-15T16:46:10Z",2021-12-12T20:39:54Z,Bay 12 Games,,,Copyright (C) 2002-2015 by Tarn Adams,,,"a href=""http://www.bay12games.com/dwarves/"" rel=""nofollow"",table style=""border:1px solid #aaaaaa;padding:5px;background:#F4F4F4;"",tbody","Dwarf Fortress,Bay 12 Games,Tarn Adams,Toady One,Zach Adams,ThreeToe,simulation games,managemnt games,roguelike,mining,dwarves,Computer games,PC games,Windows games,Windows software,Linux games,Linux software,Mac games,Mac software,OS X",Dwarf Fortress v0.42.02,,,0,2015
,ia906400_9,31e41b64c1589cb2eb058c2c73e9388de9c4e601,,"gamesourcecode_unsorted,gamesourcecode,softwarehistory,fav-thestormkeeper,fav-tristan_apos_t",,,,,A two button runner originally submitted for the December 2016 - January 2017 godot community game jam. It is released under the MIT license(code) and CC-BY-SA(art) Astrid on github,374,,,"Archive BitTorrent,Item Tile,JPEG Thumb,Metadata,PNG,ZIP",,AstridTheMeowNightShadow,0.06,"index,nonoindex",62695630,,,software,,2,,,,"2017-03-17T19:03:29Z,2022-09-03T18:20:54Z",2017-03-17T19:03:29Z,,,,,,,"a href=""https://github.com/gmarais/Astrid-The-Meow-Night-Shadow/"" rel=""nofollow""","gdscript source code,godot engine,linux games,windows games",Astrid The Meow Night Shadow,,,0,
,,b71302816dddb69c1652c910aafbbbc63f366f40,,dwarf-fortress,,,"Tarn Adams,Zach Adams",2015-01-07T00:00:00Z,"Version 0.40.24 of Dwarf Fortress , a construction and management simulation and roguelike video game created by Tarn Adams (Toady One) and Zach Adams (ThreeToe). Mirrored from the Bay 12 Games website. Release notes for 0.40.24 (January 7, 2015): Here is another release with fixes.  Old saves are compatible, but there will be some error logs due to minor issues with the old raws.  These logs can be ignored, but old saves will still experience problems like blank seed names. Major bug fixes     (*) Fixed problem causing dwarves to sometimes fail to attack monsters/invaders     (*) Stopped active blocks/parries from rarely freezing adv mode     (*) Stopped certain situations where you could be stuck in the air above certain tiles     (*) Fixed a few problems with necromancers attacking (and generally being killed by) their zombies     (*) Stopped crash from moving/centering squad menu going out of bounds     (*) Fixed crash involving squads and minimap     (*) Fixed unretire crash that generally triggered when caravan arrived     (*) Stopped dwarf from stressing out over the same wound forever     (*) Stopped certain inaccessible jobs from blocking lower priority ones Other bug fixes/tweaks     (*) Allowed embarks with x/y dim 1     (*) Made removal of trees check building/bridge/machine stability     (*) Stopped worker chaining to next construction job from choosing suspended one     (*) Tentatively fixed text mode error on OSX (lethosor)     (*) Tentatively fixed broken sound on some linuxes (Baughn)     (*) Fixed problem with water disappearing when it crosses the z=0 boundary     (*) Made certain old civilian weapon assignments clear over time     (*) Made t/q building selector respect stockpile shapes when looking for closest one     (*) Fixed error with underground pops in small forts not appearing     (*) Stopped mood jobs from going outside of burrows     (*) Capped various combat skill gains per action (Urist Da Vinci)     (*) Stopped ""fighting"" skill from increasing from trap/projectile attacks     (*) Stopped random creature proboscis from sometimes messing up poison attacks     (*) Fixed key display issue in bindings screen (lethosor)     (*) Fixed problem with display of kill order status     (*) Made geld indicator appear for pets on animal screen properly     (*) Fixed display problem with agreement conclusion dates     (*) Added error logs for missing materials set to defaults, fixed various raws     (*) Stopped announcement screen date from overrunning title depending on window size     (*) Differentiated two pain readouts on health screen     (*) Fixed a few empty announcement errors",108,,,"Archive BitTorrent,BZIP2,Item Tile,JPEG Thumb,Metadata,PNG,ZIP",,DwarfFortress-0.40.24,0.06,"index,nonoindex",59970121,eng,,software,,10,,,,"2021-12-12T20:33:12Z,2022-02-15T16:46:09Z",2021-12-12T20:33:12Z,Bay 12 Games,,,Copyright (C) 2002-2015 by Tarn Adams,,,"a href=""http://www.bay12games.com/dwarves/"" rel=""nofollow"",table style=""border:1px solid #aaaaaa;padding:5px;background:#F4F4F4;"",tbody","Dwarf Fortress,Bay 12 Games,Tarn Adams,Toady One,Zach Adams,ThreeToe,simulation games,managemnt games,roguelike,mining,dwarves,Computer games,PC games,Windows games,Windows software,Linux games,Linux software,Mac games,Mac software,OS X",Dwarf Fortress v0.40.24,,,2,2015
,,eccaa1144084dfac077e56d97599cb5339ea0be6,,dwarf-fortress,,,"Tarn Adams,Zach Adams",2014-12-18T00:00:00Z,"Version 0.40.20 of Dwarf Fortress , a construction and management simulation and roguelike video game created by Tarn Adams (Toady One) and Zach Adams (ThreeToe). Mirrored from the Bay 12 Games website. Release notes for 0.40.20 (December 18, 2014): Here is the job priorities release.  It should work fine with old saves, though existing hauling jobs may need to work themselves out for a bit.  Further job prioritization work can be done when we get through the framework for start scenarios, since we'll better understand how dwarves fit into the fortress at that time. New stuff     (*) New job selection process where dwarves choose important tasks with more regularity     (*) Very important jobs can remove dwarves from less important jobs     (*) Ability to prioritize a job so that it gets done immediately     (*) Mining, engraving and other designation jobs can now be prioritized numerically     (*) Designation jobs can be placed in a ""marker only"" mode, marker can be removed later to start work     (*) Mining jobs can be set to automatically follow veins and clusters     (*) Mining designation can be set to only select visible gems or useful stone Major bug fixes     (*) Fixed crash related to armies failing to take over villages Other bug fixes/tweaks     (*) Hauling jobs that used to need a held container now allow the dwarf to carry many items without a container     (*) Building jobs can swipe items from hauling jobs if the item is not held     (*) Wall/floor construction and road construction use new skill-free labor settings",101,,,"Archive BitTorrent,BZIP2,Item Tile,JPEG Thumb,Metadata,PNG,ZIP",,DwarfFortress-0.40.20,0.06,"index,nonoindex",59570533,eng,,software,,2,,,,"2021-12-12T20:28:08Z,2022-02-15T16:45:55Z",2021-12-12T20:28:08Z,Bay 12 Games,,,Copyright (C) 2002-2014 by Tarn Adams,,,"a href=""http://www.bay12games.com/dwarves/"" rel=""nofollow"",table style=""border:1px solid #aaaaaa;padding:5px;background:#F4F4F4;"",tbody","Dwarf Fortress,Bay 12 Games,Tarn Adams,Toady One,Zach Adams,ThreeToe,simulation games,managemnt games,roguelike,mining,dwarves,Computer games,PC games,Windows games,Windows software,Linux games,Linux software,Mac games,Mac software,OS X",Dwarf Fortress v0.40.20,,,2,2014
,,59e094df0fb6ef4c09bb0e9a5bfd9c36198a0c33,,dwarf-fortress,,,"Tarn Adams,Zach Adams",2014-12-23T00:00:00Z,"Version 0.40.23 of Dwarf Fortress , a construction and management simulation and roguelike video game created by Tarn Adams (Toady One) and Zach Adams (ThreeToe). Mirrored from the Bay 12 Games website. Release notes for 0.40.23 (December 24, 2014): A third set of fixes for the job priority release, as well as a fix for the army ""camp forever"" problem from July. Major bug fixes     (*) Fixed cancellation bug with farming jobs     (*) Fixed problem causing camping armies to lose sight of certain goals once play began Other bug fixes/tweaks     (*) Stopped situation where channeling dwarf decides to stand on channel tile     (*) Fixed some raw typos (Gorobay)",63,,,"Archive BitTorrent,BZIP2,Item Tile,JPEG Thumb,Metadata,PNG,ZIP",,DwarfFortress-0.40.23,0.06,"index,nonoindex",59564274,eng,,software,,2,,,,"2021-12-12T20:32:17Z,2022-02-15T16:46:00Z",2021-12-12T20:32:17Z,Bay 12 Games,,,Copyright (C) 2002-2014 by Tarn Adams,,,"a href=""http://www.bay12games.com/dwarves/"" rel=""nofollow"",table style=""border:1px solid #aaaaaa;padding:5px;background:#F4F4F4;"",tbody","Dwarf Fortress,Bay 12 Games,Tarn Adams,Toady One,Zach Adams,ThreeToe,simulation games,managemnt games,roguelike,mining,dwarves,Computer games,PC games,Windows games,Windows software,Linux games,Linux software,Mac games,Mac software,OS X",Dwarf Fortress v0.40.23,,,0,2014
,,ca48d1c09d7f97a21dd38db59810053979b0abf1,,dwarf-fortress,,,"Tarn Adams,Zach Adams",2014-12-21T00:00:00Z,"Version 0.40.22 of Dwarf Fortress , a construction and management simulation and roguelike video game created by Tarn Adams (Toady One) and Zach Adams (ThreeToe). Mirrored from the Bay 12 Games website. Release notes for 0.40.22 (December 21, 2014): Major bug fixes     (*) Multi-item jobs like artifact moods, forging breastplates and smelting pig iron should work now Other bug fixes/tweaks     (*) Made toggle marker behave like toggle engraving mouse-wise",123,,,"Archive BitTorrent,BZIP2,Item Tile,JPEG Thumb,Metadata,PNG,ZIP",,DwarfFortress-0.40.22,0.06,"index,nonoindex",59559162,eng,,software,,6,,,,"2021-12-12T20:31:08Z,2022-02-15T16:46:01Z",2021-12-12T20:31:08Z,Bay 12 Games,,,Copyright (C) 2002-2014 by Tarn Adams,,,"a href=""http://www.bay12games.com/dwarves/"" rel=""nofollow"",table style=""border:1px solid #aaaaaa;padding:5px;background:#F4F4F4;"",tbody","Dwarf Fortress,Bay 12 Games,Tarn Adams,Toady One,Zach Adams,ThreeToe,simulation games,managemnt games,roguelike,mining,dwarves,Computer games,PC games,Windows games,Windows software,Linux games,Linux software,Mac games,Mac software,OS X",Dwarf Fortress v0.40.22,,,0,2014
,,b2d8de4e22beaa1aee00d64e9428f14e2ddced84,,"dwarf-fortress,fav-sunken_ferno",,,"Tarn Adams,Zach Adams",2014-12-19T00:00:00Z,"Version 0.40.21 of Dwarf Fortress , a construction and management simulation and roguelike video game created by Tarn Adams (Toady One) and Zach Adams (ThreeToe). Mirrored from the Bay 12 Games website. Release notes for 0.40.21 (December 19, 2014): This fixes some large and small problems with yesterday's release.  Save corruption was quite possible, so upgrading is important!  You can still bring your old saves from 0.40.03+ into this new version. Major bug fixes     (*) Made hauling jobs that chain to other hauling jobs respect job postings, instead of causing crashes and other horror     (*) Fixed stair/ramp removal Other bug fixes/tweaks     (*) Made digging look up/down for continuing jobs     (*) Fixed problem with harvest jobs stealing dwarves from each other",50,,,"Archive BitTorrent,BZIP2,Item Tile,JPEG Thumb,Metadata,PNG,ZIP",,DwarfFortress-0.40.21,0.06,"index,nonoindex",59557989,eng,,software,,0,,,,"2021-12-12T20:30:13Z,2022-02-15T16:46:09Z",2021-12-12T20:30:13Z,Bay 12 Games,,,Copyright (C) 2002-2014 by Tarn Adams,,,"a href=""http://www.bay12games.com/dwarves/"" rel=""nofollow"",table style=""border:1px solid #aaaaaa;padding:5px;background:#F4F4F4;"",tbody","Dwarf Fortress,Bay 12 Games,Tarn Adams,Toady One,Zach Adams,ThreeToe,simulation games,managemnt games,roguelike,mining,dwarves,Computer games,PC games,Windows games,Windows software,Linux games,Linux software,Mac games,Mac software,OS X",Dwarf Fortress v0.40.21,,,0,2014
